20130513133511,29.3,33.8,40.7,39.2,22.4,27.8,21.3,13.8
20130513134011,29.2,33.3,40.6,39.4,22.5,27.2,21.3,13.8
20130513134511,29.2,32.9,40.4,39.1,22.7,26.6,21.3,13.8
20130513135011,29.2,32.4,40.3,38.4,0.0,26.2,21.3,13.8
20130513135511,29.1,31.7,40.2,37.8,23.2,25.9,21.3,13.8
20130513140011,29.0,30.9,40.1,37.2,23.4,25.6,21.3,13.7
20130513140511,28.8,30.2,39.9,36.3,23.7,25.3,21.3,13.8
20130513141011,28.7,29.5,39.8,35.8,23.9,25.1,21.3,13.8
20130513141511,28.5,28.9,39.7,35.1,24.1,24.9,21.3,13.8
20130513142011,28.3,28.4,39.6,34.6,24.3,24.8,21.3,13.8
20130513142511,28.1,27.9,39.4,34.2,24.4,24.6,21.3,13.8
20130513143011,27.9,27.4,39.3,33.8,24.6,24.3,21.3,12.7
20130513143511,27.6,26.9,39.3,33.4,24.6,24.1,21.3,12.7
20130513144011,0.0,0.0,39.3,0.0,0.0,23.9,0.0,12.7
20130513144511,27.2,26.1,39.2,32.0,24.6,23.6,21.3,12.7
20130513145011,27.0,25.9,39.0,31.4,24.6,23.5,21.3,12.7
20130513145511,26.9,25.9,38.8,30.9,24.5,23.2,21.3,12.7
20130513150011,26.7,25.8,38.6,30.4,24.5,23.0,21.3,13.1
20130513150511,26.5,25.6,38.6,30.0,24.3,22.9,21.3,13.4
20130513151011,26.3,25.4,38.4,29.6,24.3,22.7,21.3,13.4
20130513151511,26.2,25.2,38.3,29.3,24.1,22.6,21.3,13.4
20130513152011,26.0,25.0,38.2,28.9,23.9,22.4,21.3,13.4
20130513152511,25.8,24.8,38.0,28.6,23.8,22.4,21.3,13.4
20130513153011,25.6,24.6,37.9,28.3,23.6,22.4,21.3,14.4
20130513153511,25.4,24.4,37.8,28.8,23.4,22.3,21.3,14.4
20130513154011,24.9,24.3,37.7,28.4,23.3,22.3,21.3,14.4
20130513154511,24.9,24.3,37.5,28.1,23.2,22.4,21.3,14.4
20130513155011,25.1,24.2,37.4,28.0,23.0,22.4,21.3,14.4
20130513155511,25.3,24.1,37.3,28.1,22.8,22.4,21.3,14.4
20130513160011,25.4,24.1,37.1,28.2,22.7,22.6,21.3,14.7
20130513160511,25.6,24.1,36.9,28.4,22.6,22.6,21.3,14.8
20130513161011,25.7,24.2,36.9,28.4,22.4,22.7,21.3,14.8
20130513161511,25.8,24.3,36.7,28.4,22.3,22.8,21.3,14.8
20130513162011,25.8,24.3,36.6,28.4,22.1,22.8,21.3,14.8
20130513162511,25.8,24.3,36.4,28.4,22.1,22.8,21.3,14.8
20130513163011,25.8,24.3,36.3,28.4,21.9,22.8,21.3,14.2
20130513163511,25.8,24.3,36.2,28.3,21.8,22.6,21.3,14.2
20130513164011,25.9,24.2,36.1,28.2,21.8,22.5,21.3,14.2
20130513164511,25.9,24.2,35.9,28.1,21.6,22.4,21.3,14.2
20130513165011,25.8,24.1,35.8,28.0,21.6,22.3,21.3,14.2
20130513165511,25.8,24.1,35.6,27.9,21.5,22.1,21.3,14.2
20130513170011,25.8,24.0,35.6,27.8,21.4,22.1,21.3,14.3
20130513170511,24.7,29.6,35.7,46.4,21.5,22.3,21.3,14.3
20130513171011,23.4,39.6,37.8,45.7,21.6,26.5,21.3,14.3
20130513171511,22.7,37.3,38.9,40.7,21.6,27.9,21.3,14.3
20130513172011,23.0,38.3,39.9,50.1,21.7,28.1,21.3,14.3
20130513172511,23.2,39.8,41.2,44.0,21.8,29.4,21.3,14.3
20130513173011,23.3,37.1,41.4,40.5,21.8,29.3,21.3,13.8
20130513173511,24.1,35.5,41.1,38.5,21.8,28.9,21.3,13.8
20130513174011,26.3,35.5,41.0,46.8,22.0,28.7,21.3,13.8
20130513174511,27.6,41.9,42.7,47.2,22.2,30.0,21.3,13.8
20130513175011,28.8,39.7,43.1,43.4,22.2,30.4,21.3,13.8
20130513175511,29.8,37.9,43.0,41.0,22.3,30.1,21.3,13.8
20130513180011,30.1,36.7,42.6,39.6,22.4,29.8,21.3,13.6
20130513180511,30.0,35.8,42.1,38.8,22.6,29.1,21.3,13.7
20130513181011,29.9,35.3,41.8,38.1,22.6,28.8,21.4,13.7
20130513181511,30.2,34.9,41.3,37.6,22.8,28.0,21.3,13.7
20130513182011,30.8,34.6,40.9,37.3,23.1,27.3,21.3,13.7
20130513182511,31.2,37.5,41.8,50.3,23.6,27.1,21.3,13.7
20130513183011,31.1,41.3,43.1,45.3,24.3,27.3,21.3,13.4
20130513183511,30.8,39.1,43.4,42.4,25.3,27.6,21.3,13.4
20130513184011,30.5,37.6,43.2,40.8,26.3,27.3,21.3,13.4
20130513184511,30.2,36.6,42.8,39.6,27.3,26.7,21.4,13.4
20130513185011,29.9,36.0,42.4,38.8,27.9,26.1,21.3,13.4
20130513185511,29.8,35.4,42.1,38.3,28.4,25.5,21.3,13.4
20130513190011,30.0,35.1,41.7,37.8,28.7,25.1,21.3,13.4
